MSN,YYYYMM,Value,Column_Order,Description,Unit
WDRCBUS,199111,50.137,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199112,51.808,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199113,610,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199201,54.208,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199202,50.71,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199203,54.208,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199204,52.459,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199205,54.208,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199206,52.459,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199207,54.208,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199208,54.208,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199209,52.459,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199210,54.208,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199211,52.459,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199212,54.208,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199213,640,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199301,46.712,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199302,42.192,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199303,46.712,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199304,45.205,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199305,46.712,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199306,45.205,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199307,46.712,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199308,46.712,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199309,45.205,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199310,46.712,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199311,45.205,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199312,46.712,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199313,550,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199401,44.164,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199402,39.89,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199403,44.164,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199404,42.74,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199405,44.164,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199406,42.74,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199407,44.164,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199408,44.164,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199409,42.74,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199410,44.164,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199411,42.74,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199412,44.164,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199413,520,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199501,44.164,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199502,39.89,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199503,44.164,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199504,42.74,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199505,44.164,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199506,42.74,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199507,44.164,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199508,44.164,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199509,42.74,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199510,44.164,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199511,42.74,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199512,44.164,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199513,520,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199601,45.738,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199602,42.787,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199603,45.738,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199604,44.262,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199605,45.738,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199606,44.262,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199607,45.738,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199608,45.738,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199609,44.262,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199610,45.738,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199611,44.262,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199612,45.738,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199613,540,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199701,36.521,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199702,32.986,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199703,36.521,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199704,35.342,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199705,36.521,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199706,35.342,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199707,36.521,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199708,36.521,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199709,35.342,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199710,36.521,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199711,35.342,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199712,36.521,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199713,430,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199801,32.274,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199802,29.151,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199803,32.274,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199804,31.233,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199805,32.274,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199806,31.233,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199807,32.274,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199808,32.274,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199809,31.233,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199810,32.274,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199811,31.233,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199812,32.274,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199813,380,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199901,33.123,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199902,29.918,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199903,33.123,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199904,32.055,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199905,33.123,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199906,32.055,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199907,33.123,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199908,33.123,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199909,32.055,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199910,33.123,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199911,32.055,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199912,33.123,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,199913,390,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200001,35.574,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200002,33.279,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200003,35.574,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200004,34.426,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200005,35.574,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200006,34.426,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200007,35.574,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200008,35.574,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200009,34.426,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200010,35.574,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200011,34.426,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200012,35.574,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200013,420,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200101,31.425,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200102,28.384,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200103,31.425,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200104,30.411,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200105,31.425,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200106,30.411,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200107,31.425,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200108,31.425,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200109,30.411,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200110,31.425,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200111,30.411,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200112,31.425,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200113,370,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200201,32.274,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200202,29.151,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200203,32.274,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200204,31.233,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200205,32.274,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200206,31.233,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200207,32.274,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200208,32.274,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200209,31.233,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200210,32.274,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200211,31.233,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200212,32.274,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200213,380,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200301,33.973,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200302,30.685,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200303,33.973,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200304,32.877,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200305,33.973,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200306,32.877,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200307,33.973,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200308,33.973,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200309,32.877,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200310,33.973,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200311,32.877,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200312,33.973,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200313,400,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200401,34.727,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200402,32.486,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200403,34.727,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200404,33.607,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200405,34.727,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200406,33.607,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200407,34.727,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200408,34.727,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200409,33.607,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200410,34.727,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200411,33.607,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200412,34.727,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200413,410,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200501,36.521,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200502,32.986,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200503,36.521,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200504,35.342,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200505,36.521,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200506,35.342,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200507,36.521,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200508,36.521,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200509,35.342,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200510,36.521,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200511,35.342,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200512,36.521,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200513,430,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200601,32.274,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200602,29.151,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200603,32.274,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200604,31.233,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200605,32.274,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200606,31.233,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200607,32.274,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200608,32.274,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200609,31.233,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200610,32.274,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200611,31.233,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200612,32.274,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200613,380,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200701,35.671,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200702,32.219,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200703,35.671,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200704,34.521,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200705,35.671,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200706,34.521,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200707,35.671,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200708,35.671,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200709,34.521,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200710,35.671,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200711,34.521,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200712,35.671,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200713,420,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200801,39.809,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200802,37.24,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200803,39.809,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200804,38.525,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200805,39.809,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200806,38.525,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200807,39.809,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200808,39.809,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200809,38.525,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200810,39.809,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200811,38.525,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200812,39.809,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200813,470,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200901,42.805,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200902,38.663,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200903,42.805,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200904,41.425,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200905,42.805,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200906,41.425,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200907,42.805,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200908,42.805,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200909,41.425,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200910,42.805,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200911,41.425,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200912,42.805,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,200913,504,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201001,45.908,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201002,41.465,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201003,45.908,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201004,44.427,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201005,45.908,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201006,44.427,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201007,45.908,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201008,45.908,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201009,44.427,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201010,45.908,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201011,44.427,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201012,45.908,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201013,540.526,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201101,44.526,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201102,40.217,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201103,44.526,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201104,43.09,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201105,44.526,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201106,43.09,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201107,44.526,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201108,44.526,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201109,43.09,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201110,44.526,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201111,43.09,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201112,44.526,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201113,524.264,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201201,37.106,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201202,34.712,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201203,37.106,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201204,35.909,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201205,37.106,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201206,35.909,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201207,37.106,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201208,37.106,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201209,35.909,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201210,37.106,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201211,35.909,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201212,37.106,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201213,438.095,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201301,48.551,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201302,43.853,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201303,48.551,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201304,46.985,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201305,48.551,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201306,46.985,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201307,48.551,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201308,48.551,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201309,46.985,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201310,48.551,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201311,46.985,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201312,48.551,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201313,571.655,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201401,49.136,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201402,44.381,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201403,49.136,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201404,47.551,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201405,49.136,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201406,47.551,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201407,49.136,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201408,49.136,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201409,47.551,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201410,49.136,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201411,47.551,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201412,49.136,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201413,578.535,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201501,43.547,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201502,39.333,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201503,43.547,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201504,42.143,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201505,43.547,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201506,42.143,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201507,43.547,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201508,43.547,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201509,42.143,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201510,43.547,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201511,42.143,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201512,43.547,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201513,512.736,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201601,37.661,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201602,35.231,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
WDRCBUS,201603,37.661,3,Wood Energy Consumed by the Residential Sector,Trillion Btu
