MSN,YYYYMM,Value,Column_Order,Description,Unit
GECCBUS,198501,Not Available,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198502,Not Available,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198503,Not Available,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198504,Not Available,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198505,Not Available,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198506,Not Available,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198507,Not Available,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198508,Not Available,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198509,Not Available,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198510,Not Available,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198511,Not Available,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198512,Not Available,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198513,Not Available,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198601,Not Available,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198602,Not Available,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198603,Not Available,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198604,Not Available,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198605,Not Available,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198606,Not Available,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198607,Not Available,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198608,Not Available,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198609,Not Available,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198610,Not Available,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198611,Not Available,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198612,Not Available,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198613,Not Available,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198701,Not Available,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198702,Not Available,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198703,Not Available,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198704,Not Available,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198705,Not Available,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198706,Not Available,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198707,Not Available,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198708,Not Available,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198709,Not Available,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198710,Not Available,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198711,Not Available,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198712,Not Available,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198713,Not Available,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198801,Not Available,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198802,Not Available,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198803,Not Available,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198804,Not Available,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198805,Not Available,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198806,Not Available,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198807,Not Available,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198808,Not Available,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198809,Not Available,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198810,Not Available,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198811,Not Available,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198812,Not Available,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198813,Not Available,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198901,0.212,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198902,0.192,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198903,0.212,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198904,0.205,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198905,0.212,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198906,0.205,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198907,0.212,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198908,0.212,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198909,0.205,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198910,0.212,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198911,0.205,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198912,0.212,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,198913,2.5,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199001,0.238,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199002,0.215,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199003,0.238,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199004,0.23,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199005,0.238,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199006,0.23,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199007,0.238,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199008,0.238,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199009,0.23,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199010,0.238,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199011,0.23,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199012,0.238,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199013,2.8,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199101,0.255,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199102,0.23,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199103,0.255,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199104,0.247,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199105,0.255,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199106,0.247,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199107,0.255,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199108,0.255,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199109,0.247,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199110,0.255,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199111,0.247,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199112,0.255,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199113,3,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199201,0.271,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199202,0.254,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199203,0.271,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199204,0.262,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199205,0.271,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199206,0.262,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199207,0.271,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199208,0.271,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199209,0.262,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199210,0.271,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199211,0.262,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199212,0.271,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199213,3.2,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199301,0.289,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199302,0.261,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199303,0.289,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199304,0.279,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199305,0.289,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199306,0.279,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199307,0.289,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199308,0.289,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199309,0.279,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199310,0.289,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199311,0.279,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199312,0.289,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199313,3.4,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199401,0.357,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199402,0.322,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199403,0.357,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199404,0.345,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199405,0.357,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199406,0.345,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199407,0.357,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199408,0.357,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199409,0.345,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199410,0.357,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199411,0.345,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199412,0.357,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199413,4.2,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199501,0.382,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199502,0.345,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199503,0.382,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199504,0.37,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199505,0.382,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199506,0.37,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199507,0.382,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199508,0.382,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199509,0.37,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199510,0.382,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199511,0.37,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199512,0.382,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199513,4.5,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199601,0.449,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199602,0.42,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199603,0.449,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199604,0.434,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199605,0.449,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199606,0.434,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199607,0.449,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199608,0.449,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199609,0.434,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199610,0.449,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199611,0.434,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199612,0.449,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199613,5.3,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199701,0.484,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199702,0.437,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199703,0.484,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199704,0.468,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199705,0.484,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199706,0.468,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199707,0.484,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199708,0.484,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199709,0.468,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199710,0.484,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199711,0.468,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199712,0.484,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199713,5.7,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199801,0.603,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199802,0.545,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199803,0.603,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199804,0.584,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199805,0.603,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199806,0.584,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199807,0.603,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199808,0.603,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199809,0.584,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199810,0.603,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199811,0.584,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199812,0.603,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199813,7.1,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199901,0.569,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199902,0.514,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199903,0.569,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199904,0.551,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199905,0.569,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199906,0.551,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199907,0.569,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199908,0.569,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199909,0.551,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199910,0.569,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199911,0.551,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199912,0.569,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,199913,6.7,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200001,0.644,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200002,0.602,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200003,0.644,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200004,0.623,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200005,0.644,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200006,0.623,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200007,0.644,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200008,0.644,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200009,0.623,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200010,0.644,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200011,0.623,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200012,0.644,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200013,7.6,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200101,0.702,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200102,0.634,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200103,0.702,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200104,0.68,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200105,0.702,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200106,0.68,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200107,0.702,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200108,0.702,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200109,0.68,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200110,0.702,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200111,0.68,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200112,0.702,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200113,8.27,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200201,0.743,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200202,0.671,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200203,0.743,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200204,0.719,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200205,0.743,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200206,0.719,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200207,0.743,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200208,0.743,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200209,0.719,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200210,0.743,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200211,0.719,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200212,0.743,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200213,8.753,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200301,0.934,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200302,0.844,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200303,0.934,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200304,0.904,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200305,0.934,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200306,0.904,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200307,0.934,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200308,0.934,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200309,0.904,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200310,0.934,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200311,0.904,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200312,0.934,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200313,11,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200401,1.016,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200402,0.951,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200403,1.016,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200404,0.984,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200405,1.016,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200406,0.984,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200407,1.016,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200408,1.016,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200409,0.984,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200410,1.016,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200411,0.984,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200412,1.016,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200413,12,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200501,1.155,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200502,1.043,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200503,1.155,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200504,1.118,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200505,1.155,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200506,1.118,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200507,1.155,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200508,1.155,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200509,1.118,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200510,1.155,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200511,1.118,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200512,1.155,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200513,13.6,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200601,1.189,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200602,1.074,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200603,1.189,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200604,1.151,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200605,1.189,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200606,1.151,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200607,1.189,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200608,1.189,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200609,1.151,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200610,1.189,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200611,1.151,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200612,1.189,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200613,14,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200701,1.223,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200702,1.105,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200703,1.223,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200704,1.184,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200705,1.223,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200706,1.184,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200707,1.223,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200708,1.223,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200709,1.184,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200710,1.223,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200711,1.184,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200712,1.223,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200713,14.4,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200801,1.254,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200802,1.173,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
GECCBUS,200803,1.254,6,Geothermal Energy Consumed by the Commercial Sector,Trillion Btu
