Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1995-03-21 00:00:00-05:00,1.656997799873352,1.6687080316745773,1.6511426839727397,1.656997799873352,2508800,0.0,0.0
1995-03-22 00:00:00-05:00,1.6452874910059594,1.651142606632315,1.627722144126892,1.627722144126892,3165600,0.0,0.0
1995-03-23 00:00:00-05:00,1.627722144126892,1.6335772597532479,1.6160119128741806,1.627722144126892,2215200,0.0,0.0
1995-03-24 00:00:00-05:00,1.6335772823184411,1.6569977451473792,1.6335772823184411,1.6452875137329102,3772800,0.0,0.0
1995-03-27 00:00:00-05:00,1.656997853831241,1.6745632021050705,1.6511427377399646,1.668708086013794,1767200,0.0,0.0
1995-03-28 00:00:00-05:00,1.6745627806992482,1.6862730099349073,1.6745627806992482,1.6804178953170776,2829600,0.0,0.0
1995-03-29 00:00:00-05:00,1.6745627806992482,1.6979832391705663,1.6687076660814186,1.6804178953170776,11672800,0.0,0.0
1995-03-30 00:00:00-05:00,1.6862730099349073,1.6862730099349073,1.6745627806992482,1.6804178953170776,2313600,0.0,0.0
1995-03-31 00:00:00-05:00,1.6687080110471273,1.7038387060165405,1.645287547734185,1.7038387060165405,4978400,0.0,0.0
1995-04-03 00:00:00-04:00,1.7038389777315075,1.7038389777315075,1.6921287442075794,1.6979838609695435,2106400,0.0,0.0
1995-04-04 00:00:00-04:00,1.703837366953288,1.715547589406575,1.703837366953288,1.7096924781799316,4148800,0.0,0.0
1995-04-05 00:00:00-04:00,1.7096941326115582,1.7448248339665904,1.7096941326115582,1.7331146001815796,5939200,0.0,0.0
1995-04-06 00:00:00-04:00,1.7331144480592875,1.7506797971950236,1.7331144480592875,1.7389695644378662,3085600,0.0,0.0
1995-04-07 00:00:00-04:00,1.738969717074085,1.7506799508590956,1.7331146001815796,1.7331146001815796,4488000,0.0,0.0
1995-04-10 00:00:00-04:00,1.7448252439498901,1.7448252439498901,1.738970125681602,1.7448252439498901,2087200,0.0,0.0
1995-04-11 00:00:00-04:00,1.7506788969039917,1.7565340102715636,1.738968670168848,1.7506788969039917,3049600,0.0,0.0
1995-04-12 00:00:00-04:00,1.7506788969039917,1.7565340102715636,1.7448237835364198,1.7506788969039917,3800800,0.0,0.0
1995-04-13 00:00:00-04:00,1.7506797848349789,1.7623900175094604,1.7506797848349789,1.7623900175094604,2492800,0.0,0.0
1995-04-17 00:00:00-04:00,1.7623904620186757,1.7623904620186757,1.7272597551345825,1.7272597551345825,4098400,0.0,0.0
1995-04-18 00:00:00-04:00,1.7155495195065513,1.7272597551345825,1.709694401692536,1.7272597551345825,2226400,0.0,0.0
1995-04-19 00:00:00-04:00,1.7331150074133137,1.7506803622181784,1.715549652608449,1.7448252439498901,1630400,0.0,0.0
1995-04-20 00:00:00-04:00,1.7448252439498901,1.7506803622181784,1.7331150074133137,1.7448252439498901,1610400,0.0,0.0
1995-04-21 00:00:00-04:00,1.75653534420466,1.75653534420466,1.7272597551345825,1.7272597551345825,2213600,0.0,0.0
1995-04-24 00:00:00-04:00,1.7272598891450255,1.7448252439498901,1.7272598891450255,1.7448252439498901,1252000,0.0,0.0
1995-04-25 00:00:00-04:00,1.738969717074085,1.7448248339665904,1.7272594832890742,1.7331146001815796,2190400,0.0,0.0
1995-04-26 00:00:00-04:00,1.7272593316807088,1.7389695644378662,1.7272593316807088,1.7389695644378662,2208000,0.0,0.0
1995-04-27 00:00:00-04:00,1.733114872948598,1.7389699907626135,1.721404637320567,1.7272597551345825,2114400,0.0,0.0
1995-04-28 00:00:00-04:00,1.721403956413269,1.7331141874092777,1.7155488409152648,1.721403956413269,1684000,0.0,0.0
1995-05-01 00:00:00-04:00,1.721404637320567,1.733114872948598,1.721404637320567,1.7272597551345825,1992000,0.0,0.0
1995-05-02 00:00:00-04:00,1.7272594832890742,1.738969717074085,1.7272594832890742,1.7331146001815796,1986400,0.0,0.0
1995-05-03 00:00:00-04:00,1.7272593316807088,1.7389695644378662,1.7272593316807088,1.7389695644378662,3570400,0.0,0.0
1995-05-04 00:00:00-04:00,1.7331144480592875,1.7565349135736021,1.7331144480592875,1.7389695644378662,4093600,0.0,0.0
1995-05-05 00:00:00-04:00,1.7506788969039917,1.7623891236391356,1.7448237835364198,1.7506788969039917,2564000,0.0,0.0
1995-05-08 00:00:00-04:00,1.7506800552209218,1.7682454069455464,1.7506800552209218,1.7565351724624634,1632800,0.0,0.0
1995-05-09 00:00:00-04:00,1.7565349869380724,1.7741003368074533,1.7506798703149455,1.7682452201843262,2118400,0.0,0.0
1995-05-10 00:00:00-04:00,1.7682454069455464,1.7682454069455464,1.7448249379793803,1.7565351724624634,1787200,0.0,0.0
1995-05-11 00:00:00-04:00,1.7506803622181784,1.7506803622181784,1.738970125681602,1.7448252439498901,3196800,0.0,0.0
1995-05-12 00:00:00-04:00,1.7448249379793803,1.7565351724624634,1.7331147034962973,1.7565351724624634,3748800,0.0,0.0
1995-05-15 00:00:00-04:00,1.7506798703149455,1.7682452201843262,1.7506798703149455,1.7682452201843262,1250400,0.0,0.0
1995-05-16 00:00:00-04:00,1.762390289704005,1.7682454069455464,1.7506800552209218,1.7565351724624634,2611200,0.0,0.0
1995-05-17 00:00:00-04:00,1.7506788969039917,1.7565340102715636,1.7448237835364198,1.7506788969039917,3019200,0.0,0.0
1995-05-18 00:00:00-04:00,1.7389699907626135,1.744825108576629,1.721404637320567,1.7272597551345825,2520000,0.0,0.0
1995-05-19 00:00:00-04:00,1.721403956413269,1.7331141874092777,1.721403956413269,1.721403956413269,7422400,0.0,0.0
1995-05-22 00:00:00-04:00,1.7304118322431024,1.742263968080384,1.718559696405821,1.7363379001617432,3656800,0.055,0.0
1995-05-23 00:00:00-04:00,1.7422639228202201,1.7541160583496094,1.730411787290831,1.7541160583496094,3398400,0.0,0.0
1995-05-24 00:00:00-04:00,1.7718952894210815,1.783747431825236,1.7541170758148499,1.7718952894210815,3558400,0.0,0.0
1995-05-25 00:00:00-04:00,1.7778201430451637,1.8252286801930346,1.7718940759016797,1.813376545906067,10564000,0.0,0.0
1995-05-26 00:00:00-04:00,1.8193027875462515,1.8252288552581286,1.8015245844106205,1.8074506521224976,3152800,0.0,0.0
1995-05-30 00:00:00-04:00,1.8015255418795986,1.8311558961868286,1.8015255418795986,1.8311558961868286,2674400,0.0,0.0
1995-05-31 00:00:00-04:00,1.8252289568542674,1.8607853651046753,1.813376820770798,1.8607853651046753,3463200,0.0,0.0
1995-06-01 00:00:00-04:00,1.8311547582799739,1.8370808254588733,1.8015244223854758,1.8252286911010742,6188800,0.0,0.0
1995-06-02 00:00:00-04:00,1.8430063055407617,1.8607845014141453,1.837080240249634,1.8370802402496338,4280800,0.0,0.0
1995-06-05 00:00:00-04:00,1.8489327430725098,1.8548588095567164,1.843006676588303,1.8489327430725098,2589600,0.0,0.0
1995-06-06 00:00:00-04:00,1.8430063055407617,1.8430063055407617,1.8193020443762504,1.8370802402496338,3009600,0.0,0.0
1995-06-07 00:00:00-04:00,1.8311552927626071,1.8311552927626071,1.7955988793109061,1.8193031549453735,3224000,0.0,0.0
1995-06-08 00:00:00-04:00,1.8074505771232756,1.8133766445892534,1.7837463072593638,1.7896723747253418,5905600,0.0,0.0
1995-06-09 00:00:00-04:00,1.7837461661172394,1.7837461661172394,1.7541158311319032,1.7659679651260376,2363200,0.0,0.0
1995-06-12 00:00:00-04:00,1.7718941723274078,1.8074505771232756,1.7718941723274078,1.7896723747253418,1992000,0.0,0.0
1995-06-13 00:00:00-04:00,1.813376545906067,1.8193026130495507,1.807450478762583,1.813376545906067,3772000,0.0,0.0
1995-06-14 00:00:00-04:00,1.8074506521224976,1.8133767198343744,1.8015245844106205,1.8074506521224976,2552000,0.0,0.0
1995-06-15 00:00:00-04:00,1.8074505771232756,1.8074505771232756,1.7778202397933858,1.7896723747253418,1883200,0.0,0.0
1995-06-16 00:00:00-04:00,1.8015241368611652,1.8015241368611652,1.7718938056627909,1.7778198719024658,4352000,0.0,0.0
1995-06-19 00:00:00-04:00,1.7837460813553712,1.8074503482172366,1.7837460813553712,1.80152428150177,1728000,0.0,0.0
1995-06-20 00:00:00-04:00,1.8015243354016797,1.8133764691872172,1.7955982685089111,1.7955982685089111,1529600,0.0,0.0
1995-06-21 00:00:00-04:00,1.8015244116190992,1.8193026130495507,1.8015244116190992,1.813376545906067,1688800,0.0,0.0
1995-06-22 00:00:00-04:00,1.819302410651476,1.8489327430725098,1.819302410651476,1.8489327430725098,1851200,0.0,0.0
1995-06-23 00:00:00-04:00,1.837081361671224,1.837081361671224,1.8133770860367566,1.8193031549453735,6288000,0.0,0.0
1995-06-26 00:00:00-04:00,1.8193027875462515,1.8252288552581286,1.8074506521224976,1.8074506521224976,1788000,0.0,0.0
1995-06-27 00:00:00-04:00,1.8074516127410445,1.843008037909721,1.8074516127410445,1.8311558961868286,4494400,0.0,0.0
1995-06-28 00:00:00-04:00,1.8370806101040962,1.8548588095567164,1.8311545436198895,1.8489327430725098,3192000,0.0,0.0
1995-06-29 00:00:00-04:00,1.8489323708318897,1.8489323708318897,1.831154174958506,1.8370802402496338,2851200,0.0,0.0
1995-06-30 00:00:00-04:00,1.843008037909721,1.843008037909721,1.8252298253253827,1.8311558961868286,1944000,0.0,0.0
1995-07-03 00:00:00-04:00,1.8193026239221746,1.8252286911010742,1.8193026239221746,1.8252286911010742,448800,0.0,0.0
1995-07-05 00:00:00-04:00,1.8252286801930346,1.8252286801930346,1.8015244116190992,1.813376545906067,2029600,0.0,0.0
1995-07-06 00:00:00-04:00,1.813376556743275,1.8311547582799739,1.7896722880276765,1.8252286911010742,3194400,0.0,0.0
1995-07-07 00:00:00-04:00,1.8133764149327027,1.819302481648169,1.7541157477780394,1.80152428150177,2758400,0.0,0.0
1995-07-10 00:00:00-04:00,1.8015242815017702,1.8133764149327027,1.7837460813553712,1.80152428150177,2876000,0.0,0.0
1995-07-11 00:00:00-04:00,1.7955982147863039,1.8015242815017702,1.7837460813553712,1.80152428150177,1652000,0.0,0.0
1995-07-12 00:00:00-04:00,1.7955985166987434,1.8193027875462515,1.7896724489868663,1.8074506521224976,1532000,0.0,0.0
1995-07-13 00:00:00-04:00,1.8015245096572976,1.8074505771232756,1.7896723747253416,1.7896723747253418,1080800,0.0,0.0
1995-07-14 00:00:00-04:00,1.7896722016161424,1.8074504022944484,1.7837461347233736,1.7955982685089111,1396800,0.0,0.0
1995-07-17 00:00:00-04:00,1.7955986170277642,1.8015246850707602,1.7718943448557805,1.7837464809417725,2696800,0.0,0.0
1995-07-18 00:00:00-04:00,1.7896722016161424,1.8015243354016797,1.7718940009378363,1.7955982685089111,2039200,0.0,0.0
1995-07-19 00:00:00-04:00,1.7896723747253416,1.8015245096572976,1.7778202397933858,1.7896723747253418,6268000,0.0,0.0
1995-07-20 00:00:00-04:00,1.7955982147863039,1.8074503482172366,1.7837460813553712,1.80152428150177,2229600,0.0,0.0
1995-07-21 00:00:00-04:00,1.8074506521224976,1.8133767198343744,1.7955985166987434,1.8074506521224976,5482400,0.0,0.0
1995-07-24 00:00:00-04:00,1.8133764149327027,1.819302481648169,1.8015242815017702,1.80152428150177,3817600,0.0,0.0
1995-07-25 00:00:00-04:00,1.8074510171281397,1.8252292238539902,1.7955988793109061,1.8193031549453735,4540800,0.0,0.0
1995-07-26 00:00:00-04:00,1.8311547473365184,1.8311547473365184,1.807450478762583,1.813376545906067,2159200,0.0,0.0
1995-07-27 00:00:00-04:00,1.8193026239221746,1.8252286911010742,1.8074504895643755,1.8252286911010742,1712000,0.0,0.0
1995-07-28 00:00:00-04:00,1.8252286801930346,1.8252286801930346,1.807450478762583,1.813376545906067,1316800,0.0,0.0
1995-07-31 00:00:00-04:00,1.813376545906067,1.8193026130495507,1.8015244116190992,1.813376545906067,1054400,0.0,0.0
1995-08-01 00:00:00-04:00,1.8074506521224976,1.8133767198343744,1.8015245844106205,1.8074506521224976,1357600,0.0,0.0
1995-08-02 00:00:00-04:00,1.8193027875462515,1.8193027875462515,1.8074506521224976,1.8074506521224976,3080800,0.0,0.0
1995-08-03 00:00:00-04:00,1.807450478762583,1.813376545906067,1.8015244116190992,1.813376545906067,1604800,0.0,0.0
1995-08-04 00:00:00-04:00,1.813376556743275,1.8252286911010742,1.8015244223854758,1.8252286911010742,6965600,0.0,0.0
1995-08-07 00:00:00-04:00,1.8252298253253827,1.8370819670482748,1.8193037544639366,1.8311558961868286,2493600,0.0,0.0
1995-08-08 00:00:00-04:00,1.8311558961868286,1.8370819670482748,1.8193037544639366,1.8311558961868286,1739200,0.0,0.0
1995-08-09 00:00:00-04:00,1.8311558961868286,1.8311558961868286,1.8193037544639366,1.8311558961868286,1312800,0.0,0.0
1995-08-10 00:00:00-04:00,1.8311558961868286,1.8370819670482748,1.8193037544639366,1.8311558961868286,2077600,0.0,0.0
1995-08-11 00:00:00-04:00,1.8370819670482748,1.8370819670482748,1.8252298253253827,1.8311558961868286,1534400,0.0,0.0
1995-08-14 00:00:00-04:00,1.8311545436198895,1.8489327430725098,1.8252284771356828,1.8489327430725098,2353600,0.0,0.0
1995-08-15 00:00:00-04:00,1.8430066108703613,1.8489326771432564,1.8252284120516762,1.8430066108703613,2630400,0.0,0.0
1995-08-16 00:00:00-04:00,1.8430071609794714,1.8607853651046753,1.8370810929377366,1.8607853651046753,2032800,0.0,0.0
1995-08-17 00:00:00-04:00,1.860785420329426,1.8667114885470357,1.8548593521118164,1.8548593521118164,1475200,0.0,0.0
1995-08-18 00:00:00-04:00,1.8607853651046753,1.8667114331464099,1.848933229021206,1.8607853651046753,1706400,0.0,0.0
1995-08-21 00:00:00-04:00,1.8548584361230174,1.8607845014141453,1.831154174958506,1.8370802402496338,3156800,0.0,0.0
1995-08-22 00:00:00-04:00,1.8370806101040962,1.8489327430725098,1.8311545436198895,1.8489327430725098,7911200,0.0,0.0
1995-08-23 00:00:00-04:00,1.8580433130264282,1.864037001132965,1.8520496249198912,1.8580433130264282,2016000,0.055,0.0
1995-08-24 00:00:00-04:00,1.864037752151489,1.8700314426728766,1.8520503711087142,1.8640377521514893,1477600,0.0,0.0
1995-08-25 00:00:00-04:00,1.870031271498805,1.88201865144431,1.8640375815260524,1.8760249614715576,1462400,0.0,0.0
1995-08-28 00:00:00-04:00,1.88201765754284,1.88201765754284,1.858042910312995,1.8700302839279175,1336000,0.0,0.0
1995-08-29 00:00:00-04:00,1.864037752151489,1.864037752151489,1.8580440616301017,1.8640377521514893,1916800,0.0,0.0
1995-08-30 00:00:00-04:00,1.8700314426728766,1.876025133194264,1.864037752151489,1.8640377521514893,1944800,0.0,0.0
1995-08-31 00:00:00-04:00,1.8700314426728766,1.876025133194264,1.864037752151489,1.8640377521514893,2063200,0.0,0.0
1995-09-01 00:00:00-04:00,1.864037001132965,1.8700306892395018,1.8580433130264282,1.8580433130264282,1281600,0.0,0.0
1995-09-05 00:00:00-04:00,1.864037001132965,1.8700306892395018,1.8580433130264282,1.8580433130264282,1136800,0.0,0.0
1995-09-06 00:00:00-04:00,1.8700306892395018,1.8700306892395018,1.8580433130264282,1.8580433130264282,2522400,0.0,0.0
1995-09-07 00:00:00-04:00,1.8580440616301017,1.864037752151489,1.8580440616301017,1.8640377521514893,2073600,0.0,0.0
1995-09-08 00:00:00-04:00,1.8700314426728766,1.876025133194264,1.8580440616301017,1.8640377521514893,1396000,0.0,0.0
1995-09-11 00:00:00-04:00,1.864037685023928,1.864037685023928,1.8460566141072985,1.8520503044128418,3138400,0.0,0.0
1995-09-12 00:00:00-04:00,1.8580440616301017,1.864037752151489,1.8520503711087142,1.8640377521514893,3184000,0.0,0.0
1995-09-13 00:00:00-04:00,1.864037001132965,1.8700306892395018,1.8580433130264282,1.8580433130264282,3323200,0.0,0.0
1995-09-14 00:00:00-04:00,1.8640365971204562,1.8760239707353787,1.8520492235055337,1.8700302839279175,3957600,0.0,0.0
1995-09-15 00:00:00-04:00,1.8820181248679992,1.8940055014595152,1.8700307482764833,1.8880118131637573,6779200,0.0,0.0
1995-09-18 00:00:00-04:00,1.8880120862888383,1.8999994646144818,1.8820183971260167,1.8940057754516602,3764000,0.0,0.0
1995-09-19 00:00:00-04:00,1.8880118131637573,1.899999189755273,1.8880118131637573,1.8880118131637573,1804800,0.0,0.0
1995-09-20 00:00:00-04:00,1.8940054062391898,1.9119864702224731,1.8880117182447618,1.9119864702224731,2188800,0.0,0.0
1995-09-21 00:00:00-04:00,1.911986566346789,1.911986566346789,1.8880118131637573,1.8880118131637573,3190400,0.0,0.0
1995-09-22 00:00:00-04:00,1.8880115188658237,1.9179799556732178,1.8880115188658237,1.9179799556732178,2618400,0.0,0.0
1995-09-25 00:00:00-04:00,1.911987271323894,1.9179809618296115,1.8999998903124589,1.9059935808181763,1799200,0.0,0.0
1995-09-26 00:00:00-04:00,1.9059926530589228,1.947948466176572,1.9059926530589228,1.9299674034118652,3746400,0.0,0.0
1995-09-27 00:00:00-04:00,1.9239752292633057,1.9359626138693078,1.911987844657304,1.9239752292633057,3500800,0.0,0.0
1995-09-28 00:00:00-04:00,1.923974496346933,1.9479492564260223,1.9179808063271606,1.94195556640625,5700000,0.0,0.0
1995-09-29 00:00:00-04:00,1.947948646472499,1.9719233990444685,1.92397389390053,1.9599360227584839,2760800,0.0,0.0
1995-10-02 00:00:00-04:00,1.9539423346154914,1.9599360227584837,1.9419549583295068,1.9599360227584839,1478400,0.0,0.0
1995-10-03 00:00:00-04:00,1.9539426070887866,1.9719236740251866,1.9539426070887866,1.9659299850463867,3056800,0.0,0.0
1995-10-04 00:00:00-04:00,1.9599361064975247,1.9719234832956747,1.9539424180984497,1.9539424180984497,2265600,0.0,0.0
1995-10-05 00:00:00-04:00,1.9539423346154914,1.9659297109014762,1.9359612701865145,1.9599360227584839,1842400,0.0,0.0
1995-10-06 00:00:00-04:00,1.959935591037457,1.9659292778602013,1.9479482173919678,1.9479482173919678,3372800,0.0,0.0
1995-10-09 00:00:00-04:00,1.9539423346154914,1.9599360227584837,1.9359612701865145,1.9599360227584839,4150400,0.0,0.0
1995-10-10 00:00:00-04:00,1.9539429960279842,1.977917756715444,1.947949305856119,1.971924066543579,2466400,0.0,0.0
1995-10-11 00:00:00-04:00,1.9779173630039866,1.9779173630039866,1.9599362960675866,1.9659299850463867,2257600,0.0,0.0
1995-10-12 00:00:00-04:00,1.9719234832956747,1.9779171716947497,1.9539424180984497,1.9539424180984497,2014400,0.0,0.0
1995-10-13 00:00:00-04:00,1.9659292778602013,1.9659292778602013,1.9359608437464788,1.9479482173919678,3908000,0.0,0.0
1995-10-16 00:00:00-04:00,1.9479492564260223,1.9599366364655673,1.9359618763864777,1.94195556640625,2232800,0.0,0.0
1995-10-17 00:00:00-04:00,1.9359612701865145,1.9599360227584837,1.9299675820435223,1.9599360227584839,2896000,0.0,0.0
1995-10-18 00:00:00-04:00,1.959936686199849,1.971924066543579,1.9539429960279842,1.971924066543579,1594400,0.0,0.0
1995-10-19 00:00:00-04:00,1.9659297343827447,1.9839107990264893,1.9659297343827447,1.9839107990264893,1449600,0.0,0.0
1995-10-20 00:00:00-04:00,1.983910857211976,2.0138792991638184,1.983910857211976,2.0138792991638184,4224000,0.0,0.0
1995-10-23 00:00:00-04:00,2.0078855396030906,2.0078855396030906,1.9958981632472512,2.001891851425171,1376000,0.0,0.0
1995-10-24 00:00:00-04:00,2.001891839398121,2.031860280107674,2.001891839398121,2.0198729038238525,3908800,0.0,0.0
1995-10-25 00:00:00-04:00,2.0258665919657632,2.037853968249584,2.0198729038238525,2.0198729038238525,1501600,0.0,0.0
1995-10-26 00:00:00-04:00,2.031860435502769,2.0498415013036784,2.0138793697018595,2.025866746902466,3237600,0.0,0.0
1995-10-27 00:00:00-04:00,2.0258670009783843,2.0258670009783843,1.9899048648663422,2.0078859329223633,2821600,0.0,0.0
1995-10-30 00:00:00-05:00,2.00788561077345,2.0198729875541868,2.0018919223830816,2.0138792991638184,1396800,0.0,0.0
1995-10-31 00:00:00-05:00,2.019873311626377,2.0258670009783843,2.0078859329223633,2.0078859329223633,2009600,0.0,0.0
1995-11-01 00:00:00-05:00,2.0138793697018595,2.031860435502769,2.0018919925012533,2.025866746902466,2208000,0.0,0.0
1995-11-02 00:00:00-05:00,2.031860435502769,2.031860435502769,2.0198730583021627,2.025866746902466,2066400,0.0,0.0
1995-11-03 00:00:00-05:00,2.0258669009250876,2.031860589981079,2.013879522813105,2.031860589981079,1538400,0.0,0.0
1995-11-06 00:00:00-05:00,2.0258670009783843,2.0318606903303915,2.001892243570356,2.0078859329223633,1527200,0.0,0.0
1995-11-07 00:00:00-05:00,2.0138792277810103,2.0138792277810103,1.9958981632472512,2.001891851425171,2212800,0.0,0.0
1995-11-08 00:00:00-05:00,2.0018919223830816,2.0138792991638184,2.0018919223830816,2.0138792991638184,1802400,0.0,0.0
1995-11-09 00:00:00-05:00,2.0138792277810103,2.0138792277810103,1.9899044750693315,2.001891851425171,1470400,0.0,0.0
1995-11-10 00:00:00-05:00,2.001892652597513,2.001892652597513,1.9899052714442347,1.995898962020874,1360000,0.0,0.0
1995-11-13 00:00:00-05:00,1.9958981632472512,2.001891851425171,1.9899044750693315,2.001891851425171,936800,0.0,0.0
1995-11-14 00:00:00-05:00,2.001892652597513,2.0078863431741523,1.9899052714442347,1.995898962020874,2784800,0.0,0.0
1995-11-15 00:00:00-05:00,1.9958981512562104,2.0198729038238525,1.9899044631143,2.0198729038238525,2209600,0.0,0.0
1995-11-16 00:00:00-05:00,2.025867054041694,2.0498418120776907,2.019873364532695,2.0378544330596924,3249600,0.0,0.0
1995-11-17 00:00:00-05:00,2.0438481225686917,2.0438481225686917,2.0318607435506935,2.0378544330596924,1471200,0.0,0.0
1995-11-20 00:00:00-05:00,2.0378537903055114,2.0498411655426025,2.0318601026869656,2.0498411655426025,9144800,0.0,0.0
1995-11-21 00:00:00-05:00,2.0408781318553335,2.077214241027832,2.034822113659917,2.077214241027832,2226400,0.055,0.0
1995-11-22 00:00:00-05:00,2.0772153843216032,2.0772153843216032,2.0651033412643343,2.0711593627929688,1649600,0.0,0.0
1995-11-24 00:00:00-05:00,2.0711584415661513,2.0711584415661513,2.0469343662261963,2.0469343662261963,571200,0.0,0.0
1995-11-27 00:00:00-05:00,2.052990168246166,2.0832702592232484,2.04693415005075,2.077214241027832,2242400,0.0,0.0
1995-11-28 00:00:00-05:00,2.0772146324201817,2.1014387097661893,2.0772146324201817,2.0953826904296875,1952800,0.0,0.0
1995-11-29 00:00:00-05:00,2.107494406167279,2.1135504245758057,2.095382369350226,2.1135504245758057,2304800,0.0,0.0
1995-11-30 00:00:00-05:00,2.113550320138849,2.119606338248129,2.101438283920288,2.101438283920288,2472800,0.0,0.0
1995-12-01 00:00:00-05:00,2.0953826904296875,2.1074947291026915,2.0893266710931857,2.0953826904296875,2785600,0.0,0.0
1995-12-04 00:00:00-05:00,2.095382001664903,2.1317181057400174,2.0893259843190513,2.125662088394165,1627200,0.0,0.0
1995-12-05 00:00:00-05:00,2.1256625336660466,2.1559426267382125,2.1256625336660466,2.1498866081237793,1641600,0.0,0.0
1995-12-06 00:00:00-05:00,2.1498866081237793,2.168054663967079,2.143830589509346,2.1498866081237793,1551200,0.0,0.0
1995-12-07 00:00:00-05:00,2.137774893506007,2.137774893506007,2.1256628544493155,2.131718873977661,1561600,0.0,0.0
1995-12-08 00:00:00-05:00,2.1438307248836876,2.149886743880534,2.1135506298994544,2.137774705886841,3076800,0.0,0.0
1995-12-11 00:00:00-05:00,2.143831115090445,2.161999175387822,2.1377750949913197,2.1559431552886963,1790400,0.0,0.0
1995-12-12 00:00:00-05:00,2.155943205376633,2.168055245856277,2.149887185136811,2.161999225616455,3666400,0.0,0.0
1995-12-13 00:00:00-05:00,2.161999895301882,2.1862239837646484,2.161999895301882,2.1862239837646484,2666400,0.0,0.0
1995-12-14 00:00:00-05:00,2.1983345369497935,2.1983345369497935,2.174110464917289,2.180166482925415,3328800,0.0,0.0
1995-12-15 00:00:00-05:00,2.1862239837646484,2.19228000588034,2.180167961648957,2.1862239837646484,6413600,0.0,0.0
1995-12-18 00:00:00-05:00,2.192279014848683,2.216503092360823,2.180166976092613,2.210447072982788,4059200,0.0,0.0
1995-12-19 00:00:00-05:00,2.2165033443554027,2.246783444688127,2.2165033443554027,2.240727424621582,3912000,0.0,0.0
1995-12-20 00:00:00-05:00,2.2346702403709537,2.2467822741941026,2.2165021896362305,2.2165021896362305,2889600,0.0,0.0
1995-12-21 00:00:00-05:00,2.2225590264019757,2.2407270838385043,2.2165030072564664,2.2286150455474854,2345600,0.0,0.0
